id,name,description,industry,location,founded_year,employee_count,revenue_range
298,Bowen Group,real-time solution for 5G analytics.,Telecom,UK,2015,4812,50M-100M
299,"Booker, Jones and Harrington",data-driven software for banking analytics.,Fintech,Germany,2016,825,50M-100M
300,Morgan-Schwartz,cloud-native system for banking analytics.,Fintech,Norway,2015,4513,50M-100M
301,"Miller, Murphy and Craig",predictive infrastructure for data pipelines.,Technology,Germany,2015,2636,500M+
302,"James, Stewart and Higgins",AI-powered solution for renewable energy.,Energy,USA,2024,4388,50M-100M
303,Brennan-Johnson,cloud-native infrastructure for supply chain visibility.,Logistics,Finland,1995,4063,100M-500M
304,Young Ltd,machine learning software for network optimization.,Telecom,Norway,2015,4942,500M+
305,Bright-Francis,cloud-native engine for vehicle telemetry.,Automotive,France,2001,4051,50M-100M
306,Good-Hodges,automated infrastructure for pricing optimization.,Retail,USA,1995,1336,500M+
307,"Brennan, Wallace and Benson",real-time solution for inventory planning.,Retail,Sweden,2021,2421,100M-500M
308,Williams Inc,machine learning system for autonomous driving.,Automotive,USA,1999,2691,100M-500M
309,Howard-Jordan,AI-powered software for pricing optimization.,Retail,UK,2009,2037,100M-500M
310,Schmidt PLC,AI-powered software for inventory planning.,Retail,Netherlands,2017,2478,50M-100M
311,"Sparks, Jackson and Miller",automated software for fraud detection.,Fintech,Sweden,2016,973,500M+
312,Harvey-Allen,predictive software for observability.,Technology,UK,2002,966,50M-100M
313,"Thomas, Murray and King",automated infrastructure for student analytics.,Education,Sweden,2017,1259,500M+
314,Estrada-Nolan,real-time solution for personalized learning.,Education,Norway,2011,4408,500M+
315,Santana-Byrd,machine learning platform for inventory planning.,Retail,UK,2013,644,500M+
316,Jones LLC,distributed engine for gene editing.,Biotech,Germany,2016,1352,50M-100M
317,"Evans, Hayden and Vaughn",machine learning engine for network optimization.,Telecom,Finland,2009,4009,50M-100M
318,Bruce-Gonzalez,automated engine for autonomous driving.,Automotive,Norway,2016,3408,100M-500M
319,Castaneda-Rodriguez,predictive platform for fraud detection.,Fintech,Germany,1996,3248,100M-500M
320,Armstrong-Andrews,AI-powered platform for pricing optimization.,Retail,Finland,2004,527,100M-500M
321,"Phillips, Spence and Barrett",data-driven software for gene editing.,Biotech,Norway,2022,1114,100M-500M
322,Smith-Grimes,cloud-native infrastructure for supply chain visibility.,Logistics,Germany,2000,662,500M+
323,"Beltran, Lozano and Mcgee",cloud-native infrastructure for route optimization.,Logistics,Finland,2019,4337,50M-100M
324,Parsons-Hall,data-driven engine for cloud infrastructure.,Technology,UK,2002,3797,100M-500M
325,Robinson-Lee,predictive solution for inventory planning.,Retail,Germany,1996,1275,500M+
326,Byrd-Le,real-time solution for route optimization.,Logistics,Germany,2014,133,10M-50M
327,"Becker, Taylor and Davis",AI-powered solution for personalized learning.,Education,Sweden,2009,4902,50M-100M
328,"Lucas, Parker and Alexander",AI-powered solution for vehicle telemetry.,Automotive,UK,2021,1784,500M+
329,"Diaz, Anderson and Browning",distributed solution for network optimization.,Telecom,USA,2016,2617,500M+
330,Burgess-Thompson,predictive software for smart grid.,Energy,USA,2015,3392,500M+
331,Buchanan LLC,automated platform for supply chain visibility.,Logistics,Sweden,2020,4558,500M+
332,"Shaw, Nelson and Martin",data-driven solution for pricing optimization.,Retail,Sweden,2000,3415,500M+
333,Coffey-Phillips,real-time software for personalized learning.,Education,Norway,2024,1979,50M-100M
334,Brock-Mcdonald,data-driven engine for autonomous driving.,Automotive,Sweden,2002,3385,100M-500M
335,Taylor and Sons,machine learning system for renewable energy.,Energy,Germany,2012,2710,500M+
336,"Ramsey, Whitney and Coffey",predictive system for energy forecasting.,Energy,Finland,2022,427,50M-100M
337,"Diaz, Gibbs and Smith",real-time system for smart grid.,Energy,Netherlands,2004,4818,50M-100M
338,"Martinez, Richardson and Curry",machine learning infrastructure for renewable energy.,Energy,UK,2017,1561,500M+
339,Richards-Carson,real-time engine for renewable energy.,Energy,France,2007,3254,100M-500M
340,Rodriguez-Hall,predictive software for vehicle telemetry.,Automotive,Norway,2009,2948,50M-100M
341,Harvey PLC,real-time software for student analytics.,Education,Sweden,1996,2628,500M+
342,Herman-Walker,AI-powered software for energy forecasting.,Energy,Sweden,2004,1200,50M-100M
343,Reid Group,real-time system for energy forecasting.,Energy,UK,2010,2707,500M+
344,"Turner, Ortiz and Taylor",automated infrastructure for inventory planning.,Retail,Norway,2009,2113,50M-100M
345,Torres Group,cloud-native infrastructure for inventory planning.,Retail,Norway,2000,1391,500M+
346,Davis PLC,AI-powered platform for payments.,Fintech,Finland,2008,4297,50M-100M
347,Price LLC,cloud-native platform for smart grid.,Energy,Norway,2006,561,50M-100M
348,"Avery, Horton and Fernandez",automated platform for 5G analytics.,Telecom,Sweden,1995,3963,50M-100M
349,"Newton, Moore and Perry",predictive platform for vehicle telemetry.,Automotive,USA,1998,2255,50M-100M
350,Bass PLC,real-time solution for vehicle telemetry.,Automotive,Netherlands,2003,1224,100M-500M
351,Crosby-Ramirez,data-driven system for health data.,Healthcare,UK,2017,3061,50M-100M
352,"Wood, Ramos and Sampson",AI-powered platform for cloud infrastructure.,Technology,Sweden,2007,665,500M+
353,Garcia-Jennings,AI-powered infrastructure for personalized learning.,Education,Germany,2010,464,100M-500M
354,"Winters, Newman and Brown",machine learning engine for demand forecasting.,Retail,UK,2001,4640,500M+
355,Lopez-Martinez,predictive platform for 5G analytics.,Telecom,France,2023,3900,500M+
356,Davis-Lewis,cloud-native software for 5G analytics.,Telecom,UK,2013,274,50M-100M
357,"Harper, Smith and Buchanan",predictive solution for route optimization.,Logistics,Sweden,2016,635,500M+
358,Zhang PLC,cloud-native infrastructure for inventory planning.,Retail,Germany,2011,3149,500M+
359,Jones PLC,machine learning system for demand forecasting.,Retail,Germany,2005,444,500M+
360,Willis and Sons,data-driven software for 5G analytics.,Telecom,France,2020,4884,100M-500M
361,Schroeder-Kramer,distributed engine for student analytics.,Education,Sweden,2000,1873,500M+
362,"Smith, Garrison and Thomas",machine learning engine for network optimization.,Telecom,UK,2017,3118,50M-100M
363,Fernandez and Sons,cloud-native system for health data.,Healthcare,USA,2018,2200,100M-500M
364,Guerrero Inc,machine learning platform for demand forecasting.,Retail,France,2009,2959,100M-500M
365,Smith and Sons,cloud-native platform for data pipelines.,Technology,Sweden,2009,842,500M+
366,"Morris, Thompson and Williams",data-driven platform for autonomous driving.,Automotive,Germany,2006,4202,500M+
367,"Fisher, Wilson and Brown",distributed system for diagnostics.,Healthcare,France,2008,4895,100M-500M
368,Strickland-Palmer,real-time engine for health data.,Healthcare,USA,2016,4588,100M-500M
369,Hayes and Sons,predictive software for gene editing.,Biotech,Norway,1999,1142,50M-100M
370,"Williams, Logan and Camacho",predictive system for gene editing.,Biotech,Norway,2020,3565,50M-100M
371,"Turner, Schneider and Johnson",real-time infrastructure for inventory planning.,Retail,Norway,2014,2066,500M+
372,Boone-Simmons,machine learning solution for renewable energy.,Energy,Finland,2007,3755,100M-500M
373,Henry Group,distributed system for network optimization.,Telecom,Sweden,2021,3117,500M+
374,Lam LLC,predictive software for 5G analytics.,Telecom,Norway,2005,1120,50M-100M
375,"Hernandez, Martinez and Weber",predictive infrastructure for supply chain visibility.,Logistics,UK,2005,2619,100M-500M
376,"Kelley, Nguyen and Vang",distributed platform for observability.,Technology,UK,2013,3223,500M+
377,"Phillips, Wagner and Jordan",AI-powered infrastructure for gene editing.,Biotech,UK,2009,4511,100M-500M
378,"Wilson, Pena and Rich",automated solution for health data.,Healthcare,France,2002,3356,100M-500M
379,"Le, Lewis and Hayes",data-driven platform for gene editing.,Biotech,Norway,2013,3471,100M-500M
380,Gutierrez Group,data-driven engine for autonomous driving.,Automotive,Netherlands,2017,4155,500M+
381,Perry-Davis,machine learning solution for network optimization.,Telecom,USA,2015,701,500M+
382,Edwards-Scott,data-driven software for banking analytics.,Fintech,Germany,1995,4618,50M-100M
383,Mcdaniel Group,real-time system for cloud infrastructure.,Technology,Sweden,2009,1823,500M+
384,Davis Inc,cloud-native software for 5G analytics.,Telecom,Norway,1998,4104,100M-500M
385,Reynolds Ltd,machine learning infrastructure for route optimization.,Logistics,Netherlands,2004,708,100M-500M
386,"Watson, Anderson and Brown",automated software for student analytics.,Education,Germany,2009,1699,500M+
387,"Hoffman, Santiago and Jenkins",machine learning software for personalized learning.,Education,Germany,1995,2617,100M-500M
388,"Pugh, Henderson and Moon",real-time engine for diagnostics.,Healthcare,USA,2005,1351,500M+
389,Schmitt PLC,real-time system for route optimization.,Logistics,USA,2015,3790,500M+
390,Bell-Lane,AI-powered infrastructure for route optimization.,Logistics,Norway,2013,3245,100M-500M
391,Moore Group,real-time solution for supply chain visibility.,Logistics,Germany,2013,41,0-1M
392,Boone LLC,distributed software for autonomous driving.,Automotive,Norway,1998,1536,100M-500M
393,"Richardson, Farmer and Andrews",distributed engine for student analytics.,Education,Sweden,2013,4328,50M-100M
394,Bruce-Villegas,automated engine for demand forecasting.,Retail,France,2024,2888,500M+
395,"Austin, Day and Johnson",cloud-native software for 5G analytics.,Telecom,UK,2004,699,50M-100M
396,"Gallegos, Adams and White",cloud-native engine for gene editing.,Biotech,Sweden,2014,3063,50M-100M
397,"Farmer, Dorsey and Bell",data-driven solution for network optimization.,Telecom,USA,2012,3148,50M-100M
398,Kane PLC,cloud-native solution for student analytics.,Education,Norway,2014,2371,50M-100M
399,"Morales, Thomas and Schultz",automated solution for demand forecasting.,Retail,Sweden,2012,83,50M-100M
400,Davis PLC,data-driven infrastructure for supply chain visibility.,Logistics,Norway,2000,4033,50M-100M
401,Bennett Group,real-time software for 5G analytics.,Telecom,France,2002,257,500M+
402,Moore-Collins,automated engine for observability.,Technology,Norway,2012,1382,500M+
403,Frank-Bradley,machine learning software for health data.,Healthcare,Netherlands,2012,4696,50M-100M
404,Ware and Sons,real-time system for personalized learning.,Education,UK,2004,4480,50M-100M
405,Webster Inc,distributed platform for student analytics.,Education,Germany,2019,2157,50M-100M
406,"Miller, Ramos and Coleman",distributed infrastructure for energy forecasting.,Energy,Sweden,2000,4821,500M+
407,"Ramos, Nelson and Fischer",real-time platform for molecular analysis.,Biotech,Netherlands,2012,1697,100M-500M
408,Reed Inc,cloud-native software for network optimization.,Telecom,France,2013,4418,100M-500M
409,Gregory-Watkins,cloud-native system for autonomous driving.,Automotive,France,2022,785,500M+
410,"Estrada, Williams and Foster",real-time solution for molecular analysis.,Biotech,Netherlands,2021,1092,50M-100M
411,"Brown, Harris and Dougherty",cloud-native engine for supply chain visibility.,Logistics,Sweden,2007,4014,100M-500M
412,Duran LLC,data-driven engine for health data.,Healthcare,France,2017,767,100M-500M
413,Wilson-Jimenez,distributed engine for personalized learning.,Education,Germany,2018,4003,100M-500M
414,Thompson-James,data-driven solution for pricing optimization.,Retail,UK,2010,523,100M-500M
415,"Hall, Hansen and Barnett",distributed engine for inventory planning.,Retail,USA,2013,2328,100M-500M
416,Jones-Hensley,AI-powered platform for inventory planning.,Retail,Norway,1995,401,50M-100M
417,Graham Group,automated platform for gene editing.,Biotech,UK,2017,3620,50M-100M
418,Atkins PLC,predictive platform for observability.,Technology,Netherlands,2003,1307,50M-100M
419,Berry-Mckinney,AI-powered system for inventory planning.,Retail,France,2018,1360,500M+
420,Roberts-Sullivan,machine learning infrastructure for smart grid.,Energy,Finland,2001,3521,100M-500M
421,Jackson-Meza,real-time engine for health data.,Healthcare,Norway,1995,1092,50M-100M
422,Collier-Gillespie,data-driven infrastructure for demand forecasting.,Retail,Norway,1997,992,50M-100M
423,Kim Inc,machine learning platform for supply chain visibility.,Logistics,Netherlands,2023,736,100M-500M
424,Graham Group,cloud-native infrastructure for molecular analysis.,Biotech,USA,1997,3140,500M+
425,"Miller, Harrell and Reese",cloud-native system for network optimization.,Telecom,UK,2015,74,10M-50M
426,Cook and Sons,real-time platform for route optimization.,Logistics,USA,2019,3629,50M-100M
427,Dixon Inc,distributed system for network optimization.,Telecom,USA,2002,3150,100M-500M
428,"Hicks, Bullock and Bailey",predictive infrastructure for diagnostics.,Healthcare,France,2001,2037,500M+
429,"Mullen, Brewer and Hernandez",real-time infrastructure for network optimization.,Telecom,France,2015,4179,50M-100M
430,Thomas and Sons,data-driven platform for smart grid.,Energy,Norway,2015,4059,500M+
431,Morrison Ltd,AI-powered software for patient monitoring.,Healthcare,USA,2007,4332,500M+
432,Thompson Ltd,cloud-native system for route optimization.,Logistics,Finland,2013,2998,50M-100M
433,Marshall-Elliott,real-time platform for payments.,Fintech,Sweden,2011,2152,100M-500M
434,"Cole, Glass and Cunningham",data-driven infrastructure for vehicle telemetry.,Automotive,Germany,2015,3408,500M+
435,"Downs, Morris and Maddox",predictive platform for vehicle telemetry.,Automotive,Germany,2011,1255,50M-100M
436,Hernandez-Jones,distributed system for molecular analysis.,Biotech,Germany,2004,4399,500M+
437,Welch-Hogan,AI-powered solution for route optimization.,Logistics,Sweden,1998,1959,100M-500M
438,"Brown, Romero and Collins",AI-powered software for 5G analytics.,Telecom,Germany,1995,4992,500M+
439,Johnson-Wood,cloud-native system for gene editing.,Biotech,France,2000,97,50M-100M
440,Jones-Lin,machine learning platform for gene editing.,Biotech,Sweden,2003,2206,500M+
441,Gilbert PLC,machine learning system for patient monitoring.,Healthcare,Netherlands,1996,2159,100M-500M
442,Ford-Spencer,distributed solution for network optimization.,Telecom,Germany,2023,1372,500M+
